state_code,state,city,latitude,longitude
IN.21,Odisha,Padampur,20.99932,83.06325
IN.41,Ladakh,Padam,33.46659,76.88488
IN.36,Uttar Pradesh,Pachperwa,27.51234,82.64297
IN.16,Maharashtra,Pāchora,20.66727,75.35305
IN.35,Madhya Pradesh,Pachor,23.70982,76.73387
IN.35,Madhya Pradesh,Pachmarhi,22.46791,78.43312
IN.25,Tamil Nadu,Ovari Paravarnattam,8.27741,77.89146
IN.13,Kerala,Ottapalam,10.7735,76.37758
IN.16,Maharashtra,Dharashiv,18.18158,76.03889
IN.35,Madhya Pradesh,Orchha,25.35192,78.64033
IN.25,Tamil Nadu,Orathanadu,10.62324,79.25494
IN.36,Uttar Pradesh,Oran,25.36882,80.7423
IN.36,Uttar Pradesh,Orai,25.99023,79.45334
IN.02,Andhra Pradesh,Ongole,15.50357,80.04454
IN.25,Tamil Nadu,Omalur,11.74099,78.04559
IN.09,Gujarat,Olpād,21.33649,72.75161
IN.09,Gujarat,Okha,22.46756,69.07002
IN.16,Maharashtra,Ozar,20.09473,73.92816
IN.25,Tamil Nadu,Odugattūr,12.76793,78.88304
IN.28,West Bengal,Odlābāri,26.83644,88.62943
IN.09,Gujarat,Od,22.62104,73.11725
IN.34,Bihar,Obra,24.89103,84.37423
IN.36,Uttar Pradesh,Obra,24.41863,82.98797
IN.19,Karnataka,Nyāmti,14.14869,75.57641
IN.02,Andhra Pradesh,Nūzvīd,16.78854,80.84593
IN.33,Goa,Nuvem,15.31738,73.93873
IN.23,Punjab,Nūrpur Kalān,31.16667,76.48333
IN.11,Himachal Pradesh,Nūrpur,32.3015,75.88481
IN.36,Uttar Pradesh,Nūrpur,29.14956,78.4084
IN.23,Punjab,Nūrmahal,31.09662,75.59386
IN.03,Assam,Numāligarh,26.62249,93.72225
IN.10,Haryana,Nūh,28.10296,77.00144
IN.21,Odisha,Nūāhatā,20.83586,85.23411
IN.24,Rajasthan,Nūa,28.04388,75.27189
IN.21,Odisha,Nowrangapur,19.23114,82.54826
IN.03,Assam,Nagaon,26.35,92.66667
IN.35,Madhya Pradesh,Nowgong,25.06136,79.44125
IN.31,Mizoram,North Vanlaiphai,23.13227,93.06532
IN.03,Assam,North Lakhimpur,27.23517,94.10357
IN.03,Assam,North Guwāhāti,26.19749,91.7202
IN.18,Meghalaya,Nongstoin,25.51704,91.26484
IN.18,Meghalaya,Nongpoh,25.9023,91.87694
IN.24,Rajasthan,Nokha,27.56155,73.47141
IN.24,Rajasthan,Nohar,29.18292,74.77064
IN.23,Punjab,Nohan,31.03433,76.57099
IN.38,Jharkhand,Noāmundi,22.16094,85.50416
IN.16,Maharashtra,Nizāmpur,21.11277,74.33067
IN.36,Uttar Pradesh,Nizāmābād,26.05295,83.05787
IN.40,Telangana,Nizāmābād,18.67154,78.0988
IN.35,Madhya Pradesh,Niwas,23.04574,80.44469
IN.36,Uttar Pradesh,Niwāri,28.87611,77.5382
IN.10,Haryana,Nīsang,29.69229,76.75464
IN.38,Jharkhand,Nirsā,23.78438,86.70692
IN.34,Bihar,Nirmāli,26.31397,86.58537
IN.40,Telangana,Nirmal,19.09685,78.34407
IN.16,Maharashtra,Nipāni,16.399,74.38285
IN.24,Rajasthan,Neemrana,27.99193,76.38543
IN.24,Rajasthan,Neem ka Thana,27.73976,75.78652
IN.24,Rajasthan,Nīmbāhera,24.62166,74.67999
IN.21,Odisha,Nimāparha,20.05756,86.00436
IN.24,Rajasthan,Nīmāj,26.14995,74.00094
IN.10,Haryana,Nīlokheri,29.83671,76.93191
IN.13,Kerala,Nīlēshwar,12.25953,75.1352
IN.16,Maharashtra,Nilanga,18.11675,76.75279
IN.13,Kerala,Nilambūr,11.27271,76.22571
IN.25,Tamil Nadu,Nilakottai,10.165,77.85024
IN.21,Odisha,Nilagiri,21.46235,86.76794
IN.36,Uttar Pradesh,Nihtaur,29.32416,78.38724
IN.25,Tamil Nadu,Needamangalam,10.77378,79.41875
IN.02,Andhra Pradesh,Nidadavole,16.90572,81.67222
IN.36,Uttar Pradesh,Nichlaul,27.31247,83.7253
IN.31,Mizoram,Ngūr,23.53798,93.3732
IN.25,Tamil Nadu,Neyyūr,8.19829,77.30379
IN.13,Kerala,Neyyāttinkara,8.39854,77.08586
IN.25,Tamil Nadu,Neyveli,11.60877,79.4994
IN.25,Tamil Nadu,Neykuppai,10.2214,78.53602
IN.07,Delhi,New Delhi,28.62137,77.2148
IN.38,Jharkhand,Neturhāt,23.47457,84.2678
IN.33,Goa,Nerul,15.51031,73.78087
IN.25,Tamil Nadu,Nerinjippettai,11.65433,77.75862
IN.16,Maharashtra,Neral,19.02475,73.31688
IN.16,Maharashtra,Ner,20.48971,77.86632
IN.35,Madhya Pradesh,Nepānagar,21.4538,76.39335
IN.02,Andhra Pradesh,Nellore,14.44992,79.98697
IN.02,Andhra Pradesh,Nellimarla,18.15619,83.44727
IN.25,Tamil Nadu,Nellikkuppam,11.77554,79.67016
IN.19,Karnataka,Nelamangala,13.09978,77.39364
IN.13,Kerala,Nedumangād,8.60267,77.00139
IN.03,Assam,Nāzirā,26.91649,94.73611
IN.25,Tamil Nadu,Nazareth,8.56102,77.97214
IN.02,Andhra Pradesh,Nāyudupet,13.90742,79.89465
IN.21,Odisha,Nayāgarh,20.12882,85.09626
IN.29,Sikkim,Naya Bāzār,27.13082,88.23972
IN.23,Punjab,Nawanshahr,31.1245,76.11613
IN.37,Chhattisgarh,Nawāpāra,20.97173,81.85884
IN.12,Jammu and Kashmir,Nawānshahr,32.76505,74.52772
IN.24,Rajasthan,Nawalgarh,27.85161,75.27384
IN.24,Rajasthan,Niwai,26.36073,75.91836
IN.34,Bihar,Nawāda,24.8867,85.54364
IN.36,Uttar Pradesh,Nawābganj,26.49716,80.30934
IN.36,Uttar Pradesh,Nawābganj,28.54103,79.63462
IN.36,Uttar Pradesh,Nawābganj,26.93129,81.19841
IN.36,Uttar Pradesh,Nawābganj,26.86396,82.14103
IN.24,Rajasthan,Nāwa,27.0195,75.00226
IN.09,Gujarat,Navsari,20.94237,72.92467
IN.33,Goa,Navelim,15.53333,73.98333
IN.33,Goa,Navelim,15.25885,73.96637
IN.16,Maharashtra,Navāpur,21.16157,73.79399
IN.19,Karnataka,Navalgund,15.55877,75.35305
IN.28,West Bengal,Navadwīp,23.4067,88.36861
IN.36,Uttar Pradesh,Nautanwa,27.42752,83.41789
IN.12,Jammu and Kashmir,Nāushahra,33.15712,74.24012
IN.34,Bihar,Naugachhia,25.38807,87.09906
IN.34,Bihar,Naubatpur,25.49856,84.96084
IN.25,Tamil Nadu,Nāttarasankottai,9.86905,78.55305
IN.25,Tamil Nadu,Natham,10.22776,78.22969
IN.24,Rajasthan,Nāthdwāra,24.93805,73.82392
IN.16,Maharashtra,Nāteputa,17.89895,74.75222
IN.35,Madhya Pradesh,Nasrullāhganj,22.6837,77.27069
IN.34,Bihar,Nāsriganj,25.0514,84.32839
IN.40,Telangana,Nāspur,18.84577,79.46165
IN.24,Rajasthan,Nasīrābād,26.30473,74.73364
IN.16,Maharashtra,Nashik,19.99727,73.79096
IN.35,Madhya Pradesh,Narwar,25.6439,77.9129
IN.10,Haryana,Narwāna,29.59903,76.11927
IN.02,Andhra Pradesh,Narsīpatnam,17.66709,82.61245
IN.40,Telangana,Nārsingi,18.04468,78.42516
IN.35,Madhya Pradesh,Narsinghgarh,23.70758,77.09319
IN.35,Madhya Pradesh,Narsimhapur,22.94936,79.18357
IN.40,Telangana,Narsampet,17.92786,79.89227
IN.23,Punjab,Narot Mehra,32.26726,75.56469
IN.52,Dadra and Nagar Haveli and Daman and Diu,Naroli,20.27354,72.94167
IN.09,Gujarat,Naroda,23.07041,72.65702
IN.10,Haryana,Nārnaund,29.22047,76.14278
IN.10,Haryana,Narnaul,28.04444,76.10833
IN.16,Maharashtra,Narkher,21.47231,78.53415
IN.34,Bihar,Narkatiāganj,27.10383,84.46185
IN.09,Gujarat,Nari,21.77263,72.07279
IN.37,Chhattisgarh,Narharpur,20.44892,81.62004
IN.19,Karnataka,Nargund,15.72299,75.38666
IN.39,Uttarakhand,Narendranagar,30.16173,78.28712
IN.07,Delhi,Narela,28.85267,77.09288
IN.19,Karnataka,Naregal,15.57316,75.80805
IN.40,Telangana,Nārāyanpet,16.74799,77.4954
IN.40,Telangana,Nārāyankher,18.03413,77.77284
IN.10,Haryana,Naraingarh,30.47798,77.12804
IN.35,Madhya Pradesh,Nārāyangarh,24.27083,75.05007
IN.02,Andhra Pradesh,Nārāyanavanam,13.42565,79.58881
IN.25,Tamil Nadu,Nāravārikuppam,13.19133,80.18473
IN.36,Uttar Pradesh,Naraura,28.20147,78.38723
IN.36,Uttar Pradesh,Narauli,28.48547,78.71484
IN.02,Andhra Pradesh,Narasingāpuram,13.60759,79.31652
IN.19,Karnataka,Narasimharājapura,13.61075,75.512
IN.02,Andhra Pradesh,Narasaraopet,16.23488,80.04927
IN.02,Andhra Pradesh,Narasapur,16.43425,81.69845
IN.02,Andhra Pradesh,Narasannapeta,18.41428,84.04463
IN.13,Kerala,Narakal,10.03833,76.2221
IN.37,Chhattisgarh,Nārāinpur,19.71794,81.24437
IN.35,Madhya Pradesh,Naraini,25.19033,80.475
IN.24,Rajasthan,Naraina,26.79069,75.20608
IN.24,Rajasthan,Napāsar,27.96059,73.55913
IN.35,Madhya Pradesh,Nānpur,22.27023,74.52712
IN.36,Uttar Pradesh,Nānpāra,27.86459,81.50036
IN.25,Tamil Nadu,Nannilam,10.87933,79.61062
IN.19,Karnataka,Nanjangūd,12.11764,76.68397
IN.25,Tamil Nadu,Nanguneri,8.49326,77.65806
IN.07,Delhi,Nāngloi Jāt,28.67957,77.06799
IN.25,Tamil Nadu,Nangavalli,11.76189,77.89093
IN.23,Punjab,Nangal,31.38966,76.37574
IN.02,Andhra Pradesh,Nandyāl,15.47799,78.4836
IN.16,Maharashtra,Nandurbar,21.36671,74.24051
IN.16,Maharashtra,Nāndūra,20.83417,76.45924
IN.02,Andhra Pradesh,Nandikotkūr,15.85668,78.26569
IN.02,Andhra Pradesh,Nandigāma,16.7717,80.28596
IN.36,Uttar Pradesh,Nandgaon,27.71102,77.38653
IN.16,Maharashtra,Nāndgaon,20.3068,74.65501
IN.19,Karnataka,Nandgad,15.57746,74.56899
IN.16,Maharashtra,Nanded,19.16023,77.31497
IN.36,Uttar Pradesh,Nanauta,29.71215,77.41728
IN.03,Assam,Nāmrup,27.19395,95.31929
IN.35,Madhya Pradesh,Namli,23.46115,75.06036
IN.29,Sikkim,Namchi,27.16494,88.3638
IN.25,Tamil Nadu,Nambutalai,9.72766,79.00707
IN.25,Tamil Nadu,Nambiyūr,11.35811,77.32115
IN.25,Tamil Nadu,Nāmakkal,11.22126,78.16524
IN.25,Tamil Nadu,Nāmagiripettai,11.45513,78.26818
IN.35,Madhya Pradesh,Nal Khera,23.83602,76.24316
IN.09,Gujarat,Naliya,23.26058,68.82655
IN.28,West Bengal,Nalhāti,24.29704,87.82899
IN.40,Telangana,Nalgonda,17.05439,79.26707
IN.16,Maharashtra,Naldurg,17.81667,76.28182
IN.03,Assam,Nalbāri,26.43937,91.44041
IN.11,Himachal Pradesh,Nālāgarh,31.04168,76.72285
IN.36,Uttar Pradesh,Nakūr,29.91964,77.30438
IN.28,West Bengal,Naksalbāri,26.6827,88.22001
IN.40,Telangana,Nakrekal,17.16259,79.42754
IN.23,Punjab,Nakodar,31.12586,75.47508
IN.36,Uttar Pradesh,Najībābād,29.61194,78.34274
IN.07,Delhi,Najafgarh,28.60922,76.97982
IN.24,Rajasthan,Nainwa,25.77145,75.84978
IN.35,Madhya Pradesh,Nainpur,22.42996,80.10561
IN.39,Uttarakhand,Naini Tāl,29.39743,79.44686
IN.28,West Bengal,Naihāti,22.89396,88.41521
IN.35,Madhya Pradesh,Naīgarhi,24.78686,81.77868
IN.03,Assam,Nahorkatiya,27.286,95.328
IN.11,Himachal Pradesh,Nāhan,30.56029,77.29426
IN.12,Jammu and Kashmir,Nagrota,32.80106,74.91324
IN.11,Himachal Pradesh,Nagrota,32.0571,76.09139
IN.37,Chhattisgarh,Nagri,20.34646,81.95998
IN.36,Uttar Pradesh,Nagrām,26.61872,81.14043
IN.16,Maharashtra,Nagpur,21.14631,79.08491
IN.16,Maharashtra,Nāgothana,18.54225,73.13493
IN.35,Madhya Pradesh,Nāgod,24.56924,80.58809
IN.02,Andhra Pradesh,Nāgireddipalli,14.27005,79.10131
IN.20,Nagaland,Naginimora,26.81492,94.81084
IN.36,Uttar Pradesh,Nagīna,29.44433,78.43646
IN.10,Haryana,Nagīna,27.91717,76.98207
IN.25,Tamil Nadu,Nāgercoil,8.17899,77.43227
IN.35,Madhya Pradesh,Nagda,23.45834,75.41759
IN.24,Rajasthan,Nāgaur,27.20201,73.73394
IN.40,Telangana,Nāgar Karnūl,16.4821,78.32471
IN.02,Andhra Pradesh,Nagari,13.32139,79.58557
IN.11,Himachal Pradesh,Nagar,32.13808,77.17393
IN.24,Rajasthan,Nagar,27.42397,77.09922
IN.25,Tamil Nadu,Nagapattinam,10.76377,79.84313
IN.19,Karnataka,Nāgamangala,12.81939,76.75456
IN.02,Andhra Pradesh,Nagalapuram,13.38836,79.79623
IN.25,Tamil Nadu,Naduvattam,11.48075,76.54365
IN.13,Kerala,Naduvannūr,11.48772,75.77511
IN.36,Uttar Pradesh,Nadīgaon,26.10784,79.02283
IN.09,Gujarat,Nadiād,22.69385,72.86157
IN.24,Rajasthan,Nādbai,27.22288,77.19569
IN.11,Himachal Pradesh,Nādaun,31.78303,76.3431
IN.13,Kerala,Nādāpuram,11.68465,75.65493
IN.34,Bihar,Nabīnagar,24.60681,84.12624
IN.23,Punjab,Nābha,30.37577,76.15292
IN.19,Karnataka,Mysuru,12.29791,76.63925
IN.34,Bihar,Muzaffarpur,26.12259,85.39055
IN.36,Uttar Pradesh,Muzaffarnagar,29.47091,77.70332
IN.13,Kerala,Mūvattupula,9.98493,76.57728
IN.25,Tamil Nadu,Muttūr,11.04637,77.7363
IN.25,Tamil Nadu,Muthupet,10.39505,79.49353
IN.10,Haryana,Mustafābād,30.2022,77.14873
IN.39,Uttarakhand,Mussoorie,30.45498,78.07068
IN.25,Tamil Nadu,Musiri,10.95299,78.44427
IN.38,Jharkhand,Mushābani,22.51135,86.45713
IN.36,Uttar Pradesh,Musāfir-Khāna,26.37837,81.79607
IN.35,Madhya Pradesh,Murwāra,23.83776,80.39405
IN.16,Maharashtra,Murud,18.32817,72.9621
IN.16,Maharashtra,Murtajāpur,20.73299,77.36694
IN.28,West Bengal,Murshidābād,24.1839,88.27171
IN.36,Uttar Pradesh,Mursān,27.57788,77.94091
IN.34,Bihar,Murlīganj,25.8969,86.99577
IN.23,Punjab,Morinda,30.79014,76.49883
IN.28,West Bengal,Muri,23.37074,85.86236
IN.16,Maharashtra,Murgūd,16.39604,74.19142
IN.16,Maharashtra,Murbād,19.25395,73.38993
IN.28,West Bengal,Muragācha,23.53631,88.39425
IN.36,Uttar Pradesh,Murādnagar,28.78069,77.49865
IN.13,Kerala,Munnar,10.08818,77.06239
IN.19,Karnataka,Munirābād,15.30928,76.3383
IN.34,Bihar,Munger,25.37459,86.47455
IN.37,Chhattisgarh,Mungeli,22.06566,81.68543
IN.35,Madhya Pradesh,Mungaoli,24.40837,78.09588
IN.24,Rajasthan,Mūndwa,27.0631,73.82304
IN.09,Gujarat,Mundra,22.83918,69.7219
IN.35,Madhya Pradesh,Mundi,22.06693,76.49326
IN.19,Karnataka,Mundgod,14.97144,75.03658
IN.19,Karnataka,Mundargi,15.20677,75.8839
IN.35,Madhya Pradesh,Multai,21.77463,78.25756
IN.19,Karnataka,Mūlki,13.09101,74.79353
IN.19,Karnataka,Mulgund,15.2807,75.52132
IN.19,Karnataka,Mulbāgal,13.16352,78.39346
IN.13,Kerala,Muluppilagadu,11.79788,75.45111
IN.25,Tamil Nadu,Mūlanūr,10.79426,77.7115
IN.25,Tamil Nadu,Mūlaikkaraippatti,8.54541,77.76792
IN.16,Maharashtra,Mūl,20.06987,79.67826
IN.23,Punjab,Muktsar,30.47426,74.5166
IN.07,Delhi,Mukmelpur,28.79177,77.16296
IN.16,Maharashtra,Mukher,18.70636,77.36795
IN.23,Punjab,Mukeriān,31.95394,75.61716
IN.36,Uttar Pradesh,Muhammadābād,27.30895,79.43252
IN.36,Uttar Pradesh,Muhammadābād,26.03404,83.38114
IN.36,Uttar Pradesh,Muhammadābād,25.61907,83.75576
IN.38,Jharkhand,Mugma,23.77015,86.72746
IN.36,Uttar Pradesh,Mughal Sarāi,25.28307,83.11968
IN.25,Tamil Nadu,Mudukulathur,9.34169,78.51388
IN.23,Punjab,Mudki,30.78005,74.88106
IN.16,Maharashtra,Mudkhed,19.15657,77.50304
IN.19,Karnataka,Mudgere,13.13353,75.6416
IN.19,Karnataka,Mudhol,16.33354,75.28305
IN.19,Karnataka,Mudgal,16.01191,76.44203
IN.19,Karnataka,Muddebihāl,16.33782,76.13173
IN.02,Andhra Pradesh,Muddanūru,14.68718,78.39309
IN.19,Karnataka,Mūdbidri,13.06653,74.99525
IN.23,Punjab,Mubārikpur,30.61464,76.85586
IN.36,Uttar Pradesh,Mubarakpur,26.08866,83.29088
IN.16,Maharashtra,Mowād,21.46475,78.45103
IN.34,Bihar,Mothīhāri,26.64862,84.91656
IN.36,Uttar Pradesh,Moth,25.72595,78.95029
IN.09,Gujarat,Morwa,22.90469,73.83912
IN.16,Maharashtra,Morsi,21.3403,78.01258
IN.33,Goa,Morjim,15.63097,73.73903
IN.35,Madhya Pradesh,Morena,26.49892,77.99534
IN.09,Gujarat,Morvi,22.81731,70.8377
IN.35,Madhya Pradesh,Morār,26.2264,78.22482
IN.03,Assam,Morānha,27.18735,94.91557
IN.16,Maharashtra,Moram,17.78812,76.47077
IN.24,Rajasthan,Morak,24.7266,75.95576
IN.36,Uttar Pradesh,Morādābād,28.83893,78.77684
IN.20,Nagaland,Mon,26.73583,95.05841
IN.20,Nagaland,Mokokchūng,26.3248,94.51834
IN.34,Bihar,Mokameh,25.39662,85.9219
IN.17,Manipur,Moirāng,24.4975,93.77791
IN.33,Goa,Moira,15.60256,73.83902
IN.16,Maharashtra,Mohpa,21.31012,78.82969
IN.34,Bihar,Mohiuddinnagar,25.57374,85.66944
IN.35,Madhya Pradesh,Mohgaon,21.63941,78.73638
IN.25,Tamil Nadu,Mohanūr,11.05936,78.13965
IN.36,Uttar Pradesh,Mohanpur,28.25261,80.24498
IN.21,Odisha,Mohana,19.44273,84.26128
IN.36,Uttar Pradesh,Mohān,26.78008,80.67497
IN.23,Punjab,Moga,30.81383,75.16878
IN.09,Gujarat,Modāsa,23.46253,73.29857
IN.24,Rajasthan,Meethari Marwar,27.57615,74.68661
IN.36,Uttar Pradesh,Misrikh,27.43137,80.53157
IN.36,Uttar Pradesh,Mirzāpur,25.1449,82.56534
IN.28,West Bengal,Mirik,26.88817,88.19007
IN.40,Telangana,Miryalaguda,16.8722,79.56247
IN.36,Uttar Pradesh,Mīrganj,28.54012,79.20817
IN.36,Uttar Pradesh,Mīrānpur Katra,28.02963,79.66778
IN.36,Uttar Pradesh,Mīrānpur,29.29026,77.94939
IN.25,Tamil Nadu,Mīnjūr,13.27951,80.25815
IN.36,Uttar Pradesh,Milak,28.61031,79.16997
IN.35,Madhya Pradesh,Mihona,26.28373,78.98048
IN.30,Arunachal Pradesh,Miāo,27.49335,96.18118
IN.35,Madhya Pradesh,Mhow,22.5589,75.76543
IN.16,Maharashtra,Mhaswad,17.63359,74.78773
IN.16,Maharashtra,Mhasla,18.1334,73.11162
IN.25,Tamil Nadu,Mettur,11.78796,77.8008
IN.25,Tamil Nadu,Mettupalayam,11.29971,76.93485
IN.25,Tamil Nadu,Mettuppālaiyam,11.16806,78.44944
IN.24,Rajasthan,Merta,26.64859,74.03414
IN.13,Kerala,Mennānyam,11.5579,75.75964
IN.09,Gujarat,Mendarda,21.32112,70.44078
IN.28,West Bengal,Memāri,23.17647,88.09749
IN.25,Tamil Nadu,Melur,10.03241,78.3393
IN.19,Karnataka,Melukote,12.66258,76.64861
IN.34,Bihar,Mehsi,26.35574,85.09251
IN.36,Uttar Pradesh,Mehndāwal,26.97579,83.10995
IN.36,Uttar Pradesh,Mehnagar,25.87889,83.11611
IN.16,Maharashtra,Mehkar,20.1505,76.56841
IN.09,Gujarat,Meghraj,23.49805,73.51352
IN.36,Uttar Pradesh,Meerut,28.98002,77.70636
IN.28,West Bengal,Medinīpur,22.42114,87.32257
IN.16,Maharashtra,Medha,17.79414,73.82867
IN.40,Telangana,Medchal,17.62972,78.48139
IN.40,Telangana,Medak,18.04531,78.26078
IN.25,Tamil Nadu,Mayiladuthurai,11.10354,79.655
IN.28,West Bengal,Māyāpur,22.41667,88.11667
IN.17,Manipur,Mayāng Imphāl,24.60998,93.88873
IN.19,Karnataka,Māyakonda,14.28894,76.08305
IN.01,Andaman and Nicobar,Māyābandar,12.90954,92.90348
IN.36,Uttar Pradesh,Mawāna,29.10288,77.92199
IN.13,Kerala,Mavoor,11.26667,75.91667
IN.24,Rajasthan,Maoli,24.78348,73.98389
IN.13,Kerala,Māvelikara,9.25929,76.55642
IN.36,Uttar Pradesh,Maurānwān,26.42876,80.88008
IN.23,Punjab,Maur,30.08333,75.25
IN.16,Maharashtra,Mauda,21.14575,79.39794
IN.35,Madhya Pradesh,Mauganj,24.66721,81.87339
IN.36,Uttar Pradesh,Maudaha,25.68312,80.11419
IN.36,Uttar Pradesh,Mau Aimma,25.69515,81.92336
IN.35,Madhya Pradesh,Mau,26.26584,78.67108
IN.36,Uttar Pradesh,Mau,25.94167,83.56111
IN.25,Tamil Nadu,Māttūr,11.32147,79.20245
IN.25,Tamil Nadu,Mattigiri,12.69795,77.80832
IN.13,Kerala,Mattanur,11.93018,75.57152
IN.36,Uttar Pradesh,Mathura,27.5035,77.67215
IN.16,Maharashtra,Mātherān,18.98281,73.2652
IN.36,Uttar Pradesh,Mataundh,25.43594,80.15653
IN.28,West Bengal,Mātābhānga,26.34197,89.21555
IN.25,Tamil Nadu,Masinigudi,11.56831,76.64087
IN.52,Dadra and Nagar Haveli and Daman and Diu,Mashāt,20.24514,73.00841
IN.34,Bihar,Masaurhi Buzurg,25.35417,85.03195
IN.52,Dadra and Nagar Haveli and Daman and Diu,Marwad,20.43764,72.83224
IN.03,Assam,Maroa,26.35114,91.45094
IN.37,Chhattisgarh,Māro,21.86665,81.85888
IN.33,Goa,Mormugao,15.38914,73.81491
IN.02,Andhra Pradesh,Mārkāpur,15.73534,79.26848
IN.03,Assam,Mariāni,26.65725,94.31529
IN.36,Uttar Pradesh,Mariāhu,25.60404,82.60379
IN.34,Bihar,Marhaura,25.97349,84.86796
IN.03,Assam,Margherita,27.28482,95.66796
IN.25,Tamil Nadu,Mārāndahalli,12.38826,78.00316
IN.25,Tamil Nadu,Marakkanam,12.19214,79.94193
IN.13,Kerala,Marayur,10.27641,77.16205
IN.36,Uttar Pradesh,Mārahra,27.7368,78.56891
IN.33,Goa,Mapusa,15.59154,73.80898
IN.16,Maharashtra,Manwath,19.30133,76.49735
IN.19,Karnataka,Mānvi,15.99126,77.05034
IN.40,Telangana,Manthani,18.65087,79.66501
IN.16,Maharashtra,Mansar,21.39602,79.2635
IN.23,Punjab,Mānsa,29.98844,75.40167
IN.09,Gujarat,Mānsa,23.42564,72.65739
IN.35,Madhya Pradesh,Mānpur,22.43151,75.62107
IN.16,Maharashtra,Manor,19.7244,72.90966
IN.24,Rajasthan,Manohar Thāna,24.24,76.80182
IN.24,Rajasthan,Manoharpur,27.29769,75.9495
IN.26,Tripura,Manoharpur,23.72154,91.21257
IN.38,Jharkhand,Manoharpur,22.37456,85.19234
IN.25,Tamil Nadu,Mannargudi,10.66626,79.45064
IN.13,Kerala,Mannārakkāt,10.99223,76.46418
IN.16,Maharashtra,Manmād,20.25334,74.43755
IN.09,Gujarat,Mānkuwa,23.20986,69.56758
IN.36,Uttar Pradesh,Mankāpur,27.05189,82.22961
IN.18,Meghalaya,Mankāchar,25.53347,89.86373
IN.16,Maharashtra,Majalgaon,19.15513,76.20992
IN.36,Uttar Pradesh,Manjhanpur,25.53046,81.37566
IN.13,Kerala,Manjēshvar,12.71287,74.88857
IN.13,Kerala,Manjeri,11.12018,76.11996
IN.19,Karnataka,Manipal,13.35,74.78333
IN.10,Haryana,Mani Mājra,30.71397,76.83824
IN.36,Uttar Pradesh,Mānikpur,25.06083,81.09961
IN.34,Bihar,Manihāri,25.33891,87.61998
IN.36,Uttar Pradesh,Maniar,25.98546,84.17233
IN.16,Maharashtra,Māngvādi,18.43135,73.86002
IN.16,Maharashtra,Mangrūl Pīr,20.31379,77.34178
IN.24,Rajasthan,Māngrol,25.33061,76.50973
IN.09,Gujarat,Māngrol,21.12268,70.11484
IN.35,Madhya Pradesh,Mānglya,22.81461,75.92585
IN.39,Uttarakhand,Manglaur,29.79094,77.87836
IN.35,Madhya Pradesh,Mangawān,24.66754,81.54644
IN.29,Sikkim,Mangan,27.50965,88.52206
IN.16,Maharashtra,Mangalvedha,17.51046,75.44713
IN.19,Karnataka,Mangaluru,12.91723,74.85603
IN.03,Assam,Mangaldai,26.44212,92.03047
IN.13,Kerala,Mangalapādi,12.66868,74.91039
IN.25,Tamil Nadu,Mangalam,11.63684,79.28062
IN.25,Tamil Nadu,Mangalam,9.76473,78.64037
IN.02,Andhra Pradesh,Mangalagiri,16.43083,80.56815
IN.34,Bihar,Maner,25.64602,84.87291
IN.19,Karnataka,Mandya,12.5223,76.89746
IN.09,Gujarat,Māndvi,22.83282,69.35237
IN.09,Gujarat,Māndvi,21.25526,73.30412
IN.38,Jharkhand,Māndu,23.79459,85.46872
IN.35,Madhya Pradesh,Māndu,22.34125,75.4013
IN.35,Madhya Pradesh,Mandsaur,24.07184,75.06986
IN.33,Goa,Mandrem,15.65337,73.72272
IN.35,Madhya Pradesh,Māndleshwar,22.17598,75.65995
IN.35,Madhya Pradesh,Mandlā,22.59879,80.37115
IN.10,Haryana,Mandi Dabwāli,29.96633,74.70025
IN.11,Himachal Pradesh,Mandi,31.71194,76.93273
IN.10,Haryana,Mandholi Kalān,28.7085,75.68296
IN.36,Uttar Pradesh,Mandāwar,29.48655,78.12732
IN.24,Rajasthan,Mandāwar,27.86374,76.54999
IN.24,Rajasthan,Mandāwa,28.05541,75.14834
IN.02,Andhra Pradesh,Mandasa,18.8683,84.46296
IN.02,Andhra Pradesh,Mandapeta,16.86254,81.92921
IN.25,Tamil Nadu,Mandapam,9.27571,79.12362
IN.24,Rajasthan,Māndalgarh,25.19407,75.07215
IN.24,Rajasthan,Māndal,25.44126,74.56979
IN.09,Gujarat,Māndal,23.28865,71.91854
IN.16,Maharashtra,Mānda,19.56843,72.79722
IN.40,Telangana,Mancherial,18.87074,79.42863
IN.16,Maharashtra,Manchar,19.00436,73.94346
IN.35,Madhya Pradesh,Manāwar,22.23566,75.08917
IN.25,Tamil Nadu,Manavālakurichi,8.14776,77.30552
IN.09,Gujarat,Mānāvadar,21.49813,70.13775
IN.35,Madhya Pradesh,Manāsa,24.47764,75.14095
IN.25,Tamil Nadu,Manapparai,10.60772,78.42582
IN.25,Tamil Nadu,Manamadurai,9.67318,78.47096
IN.25,Tamil Nadu,Manalūrpettai,12.00788,79.09184
IN.11,Himachal Pradesh,Manāli,32.2574,77.17481
IN.25,Tamil Nadu,Manali,13.16667,80.26667
IN.10,Haryana,Manethi,28.15824,76.38904
IN.31,Mizoram,Mamit,23.92703,92.48968
IN.25,Tamil Nadu,Mahabalipuram,12.62091,80.19331
IN.16,Maharashtra,Mālvan,16.05981,73.4629
IN.19,Karnataka,Mālūr,13.00322,77.93798
IN.24,Rajasthan,Malsīsar,28.35365,75.29749
